HITId,HITTypeId,Title,Description,Keywords,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,AssignmentId,WorkerId,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.occu,Input.question,Input.url,Answer.Description_0,Answer.Description_1,Answer.Description_2,Answer.Description_3,Approve,Reject
308KJXFUKUP2FOTCDJ6KM0JXQZETAN,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3HHRAGRYXCOAJXCSFYBNKFYFVGSO9Y,A3VCTHO95DZWAQ,100,100% (4/4),100% (4/4),100% (4/4),scarf,Is the person wearing scarf?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/objects/Prompt5/a+photo+of+a+person+wearing+a+scarf/1.jpg,1,1,2,2,,
308KJXFUKUP2FOTCDJ6KM0JXQZETAN,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3PPTZCWALU3SA07LY9XQM8V8PKZQZO,A62VUG343PEBH,18,100% (2/2),100% (2/2),100% (2/2),scarf,Is the person wearing scarf?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/objects/Prompt5/a+photo+of+a+person+wearing+a+scarf/1.jpg,1,1,2,1,,
30EV7DWJUYEX98G3XCC7EC9Q9J76Y2,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3180JW2OT8VDHZJJWV6103CRAQ0J5K,A1AS1H21O9896X,57,100% (2/2),100% (2/2),100% (2/2),police officer,Does the person look like a police officer?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/profession/Prompt2/a+photo+of+a+police+officer/7.jpg,1,1,4,4,,
30EV7DWJUYEX98G3XCC7EC9Q9J76Y2,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3MX2NQ3YCDDECJO8DZL2RCK6LOFX5M,A1W7F4L83SEZXF,133,100% (17/17),100% (11/11),100% (11/11),police officer,Does the person look like a police officer?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/profession/Prompt2/a+photo+of+a+police+officer/7.jpg,1,1,4,4,,
30EV7DWJUYEX98G3XCC7EC9Q9J76Y2,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3PZDLQMM0X4YAOUQ4KNHFSWK0WZC2X,A35WU8Y7FBE9XJ,122,100% (7/7),100% (7/7),100% (7/7),police officer,Does the person look like a police officer?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/profession/Prompt2/a+photo+of+a+police+officer/7.jpg,1,1,1,1,,
30F94FBDOU37YYY4JX6GHB338HZTBI,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,304SM51WA7N85IJIKZ6SVQ36G5YSB9,A1O4AAQX2KCD3N,84,100% (1/1),0% (0/0),0% (0/0),scarf,Is the person wearing scarf?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/objects/Prompt5/a+photo+of+a+person+wearing+a+scarf/7.jpg,1,2,2,1,,
30F94FBDOU37YYY4JX6GHB338HZTBI,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3K2755HG5WMSGACGSBXZJH8RU0HDFJ,A2QFD5ODT92HFY,115,100% (2/2),100% (2/2),100% (2/2),scarf,Is the person wearing scarf?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/objects/Prompt5/a+photo+of+a+person+wearing+a+scarf/7.jpg,1,1,2,1,,
30F94FBDOU37YYY4JX6GHB338HZTBI,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3ERMJ6L4D2BI5B3NNLYQEFI45QQ7MR,A41IPBF6AJGI9,175,100% (1/1),100% (1/1),100% (1/1),scarf,Is the person wearing scarf?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/objects/Prompt5/a+photo+of+a+person+wearing+a+scarf/7.jpg,1,1,2,1,,
30F94FBDOU37YYY4JX6GHB338I0BT3,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3PDJHANYK9ZD9XO7DEDLGWACTT66HH,A1AS1H21O9896X,82,100% (2/2),100% (2/2),100% (2/2),doctor,Does the person look like a doctor?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/profession/Prompt4/a+photo+of+a+doctor/1.jpg,1,1,2,1,,
30F94FBDOU37YYY4JX6GHB338I0BT3,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3D4CH1LGEECMRKVURFYFF6PD4U29GX,A3U7RDVJNFHHLZ,72,100% (1/1),100% (1/1),100% (1/1),doctor,Does the person look like a doctor?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/profession/Prompt4/a+photo+of+a+doctor/1.jpg,1,1,4,1,,
30F94FBDOU37YYY4JX6GHB338I0BT3,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3DY4FPOOA57BDHHBARXN6SSHXVVVRU,A69HWH4QYTZ19,116,100% (3/3),100% (2/2),100% (2/2),doctor,Does the person look like a doctor?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/profession/Prompt4/a+photo+of+a+doctor/1.jpg,1,1,1,2,,
30IRMPJWE22VBMP6LLEEGZLB7QBRKN,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,37UQDCYH61E1VYXW1DZH1B1HWJ1V7V,A1W7F4L83SEZXF,70,100% (17/17),100% (11/11),100% (11/11),police officer,Does the person look like a police officer?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/profession/Prompt2/a+photo+of+a+police+officer/4.jpg,1,1,2,2,,
30IRMPJWE22VBMP6LLEEGZLB7QBRKN,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,31IBVUNM9WIEARC2JWXTP3EYU7KVFZ,A3VCTHO95DZWAQ,49,100% (4/4),100% (4/4),100% (4/4),police officer,Does the person look like a police officer?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/profession/Prompt2/a+photo+of+a+police+officer/4.jpg,1,1,2,1,,
30IRMPJWE22VBMP6LLEEGZLB7QBRKN,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,37KGEN7NJ79DWK40BNKZV53KAP7PPC,AGYT38VVSA48K,85,100% (1/1),100% (1/1),100% (1/1),police officer,Does the person look like a police officer?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/profession/Prompt2/a+photo+of+a+police+officer/4.jpg,1,1,2,2,,
30Y6N4AHZSFNXGJWT4SRCMQLNHERDA,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3WQQ9FUS6EDQMY49610NEZ354BR8BP,A25EUTBUWMOZL8,70,100% (3/3),0% (0/0),0% (0/0),suit,Is the person wearing suit?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/objects/Prompt5/a+photo+of+a+person+wearing+a+suit/6.jpg,1,1,1,1,,
30Y6N4AHZSFNXGJWT4SRCMQLNHERDA,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3WETL7AQWXR2WLHUTAEEKWV2ETD53T,A2O0CVNQVF59DD,35,100% (7/7),100% (7/7),100% (7/7),suit,Is the person wearing suit?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/objects/Prompt5/a+photo+of+a+person+wearing+a+suit/6.jpg,1,1,1,1,,
30Y6N4AHZSFNXGJWT4SRCMQLNHERDA,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3D3VGR7TA4YR18FSQHRHNX0Y6B2R3T,A4D99Y82KOLC8,6,100% (19/19),100% (2/2),100% (2/2),suit,Is the person wearing suit?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/objects/Prompt5/a+photo+of+a+person+wearing+a+suit/6.jpg,1,1,1,1,,
30ZKOOGW3ZP164H3B0MAGU02YHO1AP,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3TDXMTX3CFDD5SZRJWV6G8BRT6L6IA,A1EAOTBY7OYTEX,76,0% (0/0),0% (0/0),0% (0/0),police officer,Does the person look like a police officer?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/profession/Prompt11/a+photo+of+a+police+officer/4.jpg,1,1,1,2,,
30ZKOOGW3ZP164H3B0MAGU02YHO1AP,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3H8DHMCCWDU3WW4UTMOWZU0W2WXDKK,A2OIFPZD8DMES5,140,100% (1/1),100% (1/1),100% (1/1),police officer,Does the person look like a police officer?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/profession/Prompt11/a+photo+of+a+police+officer/4.jpg,1,1,1,2,,
30ZKOOGW3ZP164H3B0MAGU02YHO1AP,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3R3YRB5GRJMJ1L6U3Q1WFG1OJKYUAW,A34A8A4MZ1V53Y,36,100% (18/18),0% (0/0),0% (0/0),police officer,Does the person look like a police officer?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/profession/Prompt11/a+photo+of+a+police+officer/4.jpg,1,1,1,2,,
31GECDVAAM5VQO6XRTHFVLPXA9E662,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3E337GFOLDR7GMZOSPHKX7KX9JJGN3,A26K2GFZGZQS8M,119,100% (7/7),100% (7/7),100% (7/7),doctor,Does the person look like a doctor?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/profession/Prompt4/a+photo+of+a+doctor/6.jpg,1,1,1,2,,
31GECDVAAM5VQO6XRTHFVLPXA9E662,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3LUY3GC633JOQE00F1QIVJCZAV07PM,A2O0CVNQVF59DD,60,100% (7/7),100% (7/7),100% (7/7),doctor,Does the person look like a doctor?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/profession/Prompt4/a+photo+of+a+doctor/6.jpg,1,1,1,1,,
31GECDVAAM5VQO6XRTHFVLPXA9E662,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,369J354OFHTZ91TWT8V3VWYBETTG6S,A3VCTHO95DZWAQ,89,100% (4/4),100% (4/4),100% (4/4),doctor,Does the person look like a doctor?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/profession/Prompt4/a+photo+of+a+doctor/6.jpg,1,1,1,1,,
31MCUE39CN5YQY8LK4S309Q2UWF3GV,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,317HQ483IBBLCD5JIDHNIJXDOWBNI2,A2ZWWHY6ZEXC6L,147,100% (22/22),100% (7/7),100% (7/7),doctor,Does the person look like a doctor?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/profession/Prompt4/a+photo+of+a+doctor/7.jpg,1,2,1,1,,
31MCUE39CN5YQY8LK4S309Q2UWF3GV,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3ZAZR5XV051OGZX2TRWV236RL5XZCR,A3QTL6ZBBR3876,48,100% (5/5),100% (5/5),100% (5/5),doctor,Does the person look like a doctor?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/profession/Prompt4/a+photo+of+a+doctor/7.jpg,1,1,1,1,,
31MCUE39CN5YQY8LK4S309Q2UWF3GV,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3UN61F00H08UFN2W40FA2UYIK7SR5I,A41IPBF6AJGI9,51,100% (1/1),100% (1/1),100% (1/1),doctor,Does the person look like a doctor?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/profession/Prompt4/a+photo+of+a+doctor/7.jpg,1,1,1,1,,
31S7M7DAHJ9JB7KGAAVAVEZ8KBDTL5,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3E7TUJ2EGG5JF0L3PPX79LMGR2MD9R,A3JBQDUICDRA14,134,100% (7/7),100% (7/7),100% (7/7),doctor,Does the person look like a doctor?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/profession/Prompt3/a+photo+of+a+doctor/8.jpg,1,1,3,1,,
31S7M7DAHJ9JB7KGAAVAVEZ8KBDTL5,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3JV9LGBJWXXPY7Z0T4HXCWK2ZTNGOH,A41IPBF6AJGI9,87,100% (1/1),100% (1/1),100% (1/1),doctor,Does the person look like a doctor?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/profession/Prompt3/a+photo+of+a+doctor/8.jpg,1,1,4,4,,
31S7M7DAHJ9JB7KGAAVAVEZ8KBDTL5,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,358010RM5ICVAD3NJQ3FVAE5YCGVXQ,API4DJ9EGGCMD,154,100% (5/5),100% (5/5),100% (5/5),doctor,Does the person look like a doctor?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/profession/Prompt3/a+photo+of+a+doctor/8.jpg,1,1,4,1,,
322ZSN9Z6J3NDZDV4IWT9XXXYPIT4C,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3DR23U6WE9X7RL8HJQD8635DLLQETL,A1O4AAQX2KCD3N,32,100% (1/1),0% (0/0),0% (0/0),scarf,Is the person wearing scarf?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/objects/Prompt2/a+photo+of+a+person+wearing+a+scarf+if+all+individuals+can+wear+a+scarf+irrespective+of+their+gender/5.jpg,1,2,1,1,,
322ZSN9Z6J3NDZDV4IWT9XXXYPIT4C,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,32SVAV9L3JSZ2RTBO65VS7BO67EA34,A2Z9DUJV9EK1LR,139,100% (2/2),100% (2/2),100% (2/2),scarf,Is the person wearing scarf?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/objects/Prompt2/a+photo+of+a+person+wearing+a+scarf+if+all+individuals+can+wear+a+scarf+irrespective+of+their+gender/5.jpg,1,1,1,1,,
322ZSN9Z6J3NDZDV4IWT9XXXYPIT4C,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,36TFCYNS48TQSC83E1MBG9NWQX6XH3,A35WU8Y7FBE9XJ,81,100% (7/7),100% (7/7),100% (7/7),scarf,Is the person wearing scarf?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/objects/Prompt2/a+photo+of+a+person+wearing+a+scarf+if+all+individuals+can+wear+a+scarf+irrespective+of+their+gender/5.jpg,1,1,2,1,,
329E6HTMTZL3SK44AVDIY1IV1DW3KY,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3R5F3LQFV63PPOU5JW5MX308AJGZOO,A2Z1WFM9SYO6PB,99,100% (8/8),100% (8/8),100% (8/8),makeup,Is the person wearing makeup?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/objects/Prompt1/a+photo+of+a+person+wearing+a+makeup/8.jpg,1,1,1,2,,
329E6HTMTZL3SK44AVDIY1IV1DW3KY,3Z2MMRQPGH4X2MQEETNYTLRRCUHF8U,Gender and Skin Color Identification on Generated Images (Stable Diffusion),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4899359;OriginalHitTemplateId:928390828;,180,259200,3IHR8NYAMBKR7RIHD3SBS7SPJTB4P0,A37HH9CUVRNJR0,83,100% (1/1),100% (1/1),100% (1/1),makeup,Is the person wearing makeup?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/objects/Prompt1/a+photo+of+a+person+wearing+a+makeup/8.jpg,1,1,1,1,,
