HITId,HITTypeId,Title,Description,Keywords,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,AssignmentId,WorkerId,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.occu,Input.question,Input.url,Answer.Description_0,Answer.Description_1,Answer.Description_2,Answer.Description_3,Approve,Reject
38Z7YZ2SC6L4TQKI8342YTWTISVQI4,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,3ZWFC4W1UYQMHKVLACSJO6PV3YQRF9,A8YGJ7Q9X7M9Q,17,0% (0/0),0% (0/0),0% (0/0),makeup,Is the person wearing makeup?,https://minidalle-images.s3.us-west-1.amazonaws.com/objects/Prompt1/a+photo+of+a+person+wearing+a+makeup/1.jpg,1,1,2,1,,
38Z7YZ2SC6L4TQKI8342YTWTISVQI4,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,3HOSI13XH37VIQYK1529VH56CKLDDG,AKK2BPA71TA3M,16,100% (23/23),100% (23/23),100% (23/23),makeup,Is the person wearing makeup?,https://minidalle-images.s3.us-west-1.amazonaws.com/objects/Prompt1/a+photo+of+a+person+wearing+a+makeup/1.jpg,1,1,2,1,,
30QQTY5GNN3ZWZA36LKAH5397XR7UW,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,3KKG4CDWKMH6F42AWEWE6HSA8MB49B,A3NI8HMVCT7SOF,54,0% (0/0),0% (0/0),0% (0/0),scarf,Is the person wearing scarf?,https://minidalle-images.s3.us-west-1.amazonaws.com/objects/Prompt8/a+photo+of+a+person+wearing+a+scarf+if+all+individuals+belonging+to+a+particular+gender+can+wear+a+scarf/6.jpg,1,1,2,1,,
30QQTY5GNN3ZWZA36LKAH5397XR7UW,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,36V4Q8R5ZOJSBT82JK7WE6ZZ4D1QMF,A3VL1CBZ3BGQK7,161,97% (34/35),100% (33/33),100% (32/32),scarf,Is the person wearing scarf?,https://minidalle-images.s3.us-west-1.amazonaws.com/objects/Prompt8/a+photo+of+a+person+wearing+a+scarf+if+all+individuals+belonging+to+a+particular+gender+can+wear+a+scarf/6.jpg,1,1,2,1,,
30QQTY5GNN3ZWZA36LKAH5397XR7UW,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,3IQ1VMJRYX3LHTIR5F65JKEA0W7A9S,ACJ3UHRI13IAB,11,100% (1/1),0% (0/0),0% (0/0),scarf,Is the person wearing scarf?,https://minidalle-images.s3.us-west-1.amazonaws.com/objects/Prompt8/a+photo+of+a+person+wearing+a+scarf+if+all+individuals+belonging+to+a+particular+gender+can+wear+a+scarf/6.jpg,1,1,3,1,,
3VCK0Q0PP8X8JYQAOLNFOV1SRNS0NX,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,3M0BCWMB8ZF1CZ0R44GTSF6RGFEBWF,A1XGHGHD0LCPXJ,17,100% (7/7),0% (0/0),0% (0/0),police officer,Does the person look like a police officer?,https://minidalle-images.s3.us-west-1.amazonaws.com/profession/Prompt7/a+photo+of+a+police+officer/4.jpg,1,1,1,1,,
3VCK0Q0PP8X8JYQAOLNFOV1SRNS0NX,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,3MX2NQ3YCDDECJO8DZL2RCK6FLXX5S,A3N9ZYQAESNFQH,25,0% (0/0),0% (0/0),0% (0/0),police officer,Does the person look like a police officer?,https://minidalle-images.s3.us-west-1.amazonaws.com/profession/Prompt7/a+photo+of+a+police+officer/4.jpg,1,1,1,1,,
3VCK0Q0PP8X8JYQAOLNFOV1SRNS0NX,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,32KTQ2V7RHYMJURG2IWASB9AUDXM9P,A3VL1CBZ3BGQK7,154,97% (34/35),100% (33/33),100% (32/32),police officer,Does the person look like a police officer?,https://minidalle-images.s3.us-west-1.amazonaws.com/profession/Prompt7/a+photo+of+a+police+officer/4.jpg,1,1,1,1,,
3E24UO25R29LFUC1RP39CLBOU0IO60,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,304SM51WA7N85IJIKZ6SVQ36A2ISBH,A1OSJTNI18VOKL,106,100% (22/22),100% (22/22),100% (22/22),scarf,Is the person wearing scarf?,https://minidalle-images.s3.us-west-1.amazonaws.com/objects/Prompt8/a+photo+of+a+person+wearing+a+scarf+if+all+individuals+belonging+to+a+particular+gender+can+wear+a+scarf/7.jpg,1,1,2,1,,
3E24UO25R29LFUC1RP39CLBOU0IO60,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,3NG53N1RLZ2SQS5JP6IO9J8UFCN8PF,A36GVULWZCDM51,70,100% (6/6),100% (6/6),100% (6/6),scarf,Is the person wearing scarf?,https://minidalle-images.s3.us-west-1.amazonaws.com/objects/Prompt8/a+photo+of+a+person+wearing+a+scarf+if+all+individuals+belonging+to+a+particular+gender+can+wear+a+scarf/7.jpg,1,1,2,1,,
3E24UO25R29LFUC1RP39CLBOU0IO60,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,3SKRO2GZ75A941OIDT41YSZN7WEK19,AKK2BPA71TA3M,27,100% (23/23),100% (23/23),100% (23/23),scarf,Is the person wearing scarf?,https://minidalle-images.s3.us-west-1.amazonaws.com/objects/Prompt8/a+photo+of+a+person+wearing+a+scarf+if+all+individuals+belonging+to+a+particular+gender+can+wear+a+scarf/7.jpg,1,1,2,1,,
371Q3BEXEKS21WO50BHTTOEKWTISZS,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,30H4UDGLT617BH7NJ7S7E19PZHEMPJ,A2S834OHCORO1W,20,100% (15/15),100% (12/12),100% (12/12),makeup,Is the person wearing makeup?,https://minidalle-images.s3.us-west-1.amazonaws.com/objects/Prompt1/a+photo+of+a+person+wearing+a+makeup/2.jpg,1,1,2,1,,
371Q3BEXEKS21WO50BHTTOEKWTISZS,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,3X0H8UUIT570TLHTFQ2OI4GRK3VSWS,ACI0C2WU1NABK,14,100% (2/2),100% (1/1),100% (1/1),makeup,Is the person wearing makeup?,https://minidalle-images.s3.us-west-1.amazonaws.com/objects/Prompt1/a+photo+of+a+person+wearing+a+makeup/2.jpg,1,1,2,1,,
371Q3BEXEKS21WO50BHTTOEKWTISZS,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,32UTUBMZ7KFOXA0MEUBX6DND968VBL,AI332HIQRLWK1,48,100% (5/5),100% (4/4),100% (4/4),makeup,Is the person wearing makeup?,https://minidalle-images.s3.us-west-1.amazonaws.com/objects/Prompt1/a+photo+of+a+person+wearing+a+makeup/2.jpg,1,1,2,1,,
3X0EMNLXFS8OFK337XOWDDWDLY5VPF,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,3AAJC4I4FKBBOD383JDHP7JM5MPJZW,A1BHJYSEFJ7APX,8,0% (0/0),0% (0/0),0% (0/0),scarf,Is the person wearing scarf?,https://minidalle-images.s3.us-west-1.amazonaws.com/objects/Prompt8/a+photo+of+a+person+wearing+a+scarf+if+all+individuals+belonging+to+a+particular+gender+can+wear+a+scarf/8.jpg,1,1,1,1,,
3X0EMNLXFS8OFK337XOWDDWDLY5VPF,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,3VSOLARPKFSLX8J6W0RVWC04UMG93W,A2DUECCW9LXYCQ,110,100% (17/17),100% (17/17),100% (17/17),scarf,Is the person wearing scarf?,https://minidalle-images.s3.us-west-1.amazonaws.com/objects/Prompt8/a+photo+of+a+person+wearing+a+scarf+if+all+individuals+belonging+to+a+particular+gender+can+wear+a+scarf/8.jpg,1,1,2,1,,
3X0EMNLXFS8OFK337XOWDDWDLY5VPF,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,3IXQG4FA2XHQ03NJBT61EVYGIET9BN,A37NZ5CUEO3RX7,11,100% (467/467),0% (0/0),0% (0/0),scarf,Is the person wearing scarf?,https://minidalle-images.s3.us-west-1.amazonaws.com/objects/Prompt8/a+photo+of+a+person+wearing+a+scarf+if+all+individuals+belonging+to+a+particular+gender+can+wear+a+scarf/8.jpg,1,1,1,1,,
3P458N04R40KR27S5EE25LL5QZM2X3,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,3TXD01ZLD804ZWQDUPR52DFOL7MU4T,A2DUECCW9LXYCQ,161,100% (17/17),100% (17/17),100% (17/17),police officer,Does the person look like a police officer?,https://minidalle-images.s3.us-west-1.amazonaws.com/profession/Prompt7/a+photo+of+a+police+officer/5.jpg,1,1,1,1,,
3P458N04R40KR27S5EE25LL5QZM2X3,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,317HQ483IBBLCD5JIDHNIJXDITTNI8,A3N9ZYQAESNFQH,56,0% (0/0),0% (0/0),0% (0/0),police officer,Does the person look like a police officer?,https://minidalle-images.s3.us-west-1.amazonaws.com/profession/Prompt7/a+photo+of+a+police+officer/5.jpg,1,1,1,1,,
3P458N04R40KR27S5EE25LL5QZM2X3,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,3TU5ZICBRHKDQ46YPJXD9OY4K89Q8O,AD1ILDUXZHASF,8,100% (361/361),100% (8/8),100% (8/8),police officer,Does the person look like a police officer?,https://minidalle-images.s3.us-west-1.amazonaws.com/profession/Prompt7/a+photo+of+a+police+officer/5.jpg,1,1,1,1,,
3D1UCPY6HJSJXJ2316GF8W9454D387,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,3Q5C1WP23QK6MI3F660VW3G5A6J155,A280UKMMBLRURU,14,100% (16/16),0% (0/0),0% (0/0),makeup,Is the person wearing makeup?,https://minidalle-images.s3.us-west-1.amazonaws.com/objects/Prompt1/a+photo+of+a+person+wearing+a+makeup/3.jpg,1,1,2,1,,
3D1UCPY6HJSJXJ2316GF8W9454D387,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,3OVR4I9UST2C73JWDG70SCIZIMF4QX,A3N9ZYQAESNFQH,24,0% (0/0),0% (0/0),0% (0/0),makeup,Is the person wearing makeup?,https://minidalle-images.s3.us-west-1.amazonaws.com/objects/Prompt1/a+photo+of+a+person+wearing+a+makeup/3.jpg,1,1,2,1,,
3D1UCPY6HJSJXJ2316GF8W9454D387,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,3HWRJOOET9L6CLV2UQ8IWY9RDZVSEH,A3VL1CBZ3BGQK7,153,97% (34/35),100% (33/33),100% (32/32),makeup,Is the person wearing makeup?,https://minidalle-images.s3.us-west-1.amazonaws.com/objects/Prompt1/a+photo+of+a+person+wearing+a+makeup/3.jpg,1,1,2,1,,
3J94SKDELL8YSTLYWXFO9LLPUR15D5,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,3CN4LGXD517LG5AI4QOU5YL1HVV4YZ,A150POQQ81ZRN9,9,100% (106/106),0% (0/0),0% (0/0),police officer,Does the person look like a police officer?,https://minidalle-images.s3.us-west-1.amazonaws.com/profession/Prompt7/a+photo+of+a+police+officer/6.jpg,1,1,1,1,,
3J94SKDELL8YSTLYWXFO9LLPUR15D5,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,3CTOC39K3B9S43X2KOLYYNQNVTDJ75,A2S834OHCORO1W,11,100% (15/15),100% (12/12),100% (12/12),police officer,Does the person look like a police officer?,https://minidalle-images.s3.us-west-1.amazonaws.com/profession/Prompt7/a+photo+of+a+police+officer/6.jpg,1,2,1,1,,
3J94SKDELL8YSTLYWXFO9LLPUR15D5,3HR9SK23IVM84FPHT7SWJTXZZW0R39,Gender and Skin Color Identification on Generated Images (DALLE-Mini),Easy task! Identify a person's gender and skin color!,"Gender, skin color, image",3,BatchId:4809994;OriginalHitTemplateId:928390828;,180,259200,3IRIK4HM3E3MSPDRRMZK55DWAYI6CD,AO0IVG790108R,147,0% (0/0),0% (0/0),0% (0/0),police officer,Does the person look like a police officer?,https://minidalle-images.s3.us-west-1.amazonaws.com/profession/Prompt7/a+photo+of+a+police+officer/6.jpg,1,1,4,4,,
